	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-23-1027	571	571	571	Gauteng	Ekurhuleni MM	42.0	2023-10-19	COV-23-1027	Sasol Garage	BA.2.86.X XBB.1.5.X XBB.X BA.2.X XBB.1.9.X Recombinants	[0.211009, 0.27850348999999996, 0.43755593000000004, 0.019515769999999998, 0.0095693, 0.039995]
COV-23-1028	572	572	572	Eastern Cape	Buffalo City MM	42.0	2023-10-19	COV-23-1028	Mdantsane Wastewater Treatment Works	XBB.X XBB.1.9.X BA.2.86.X BA.2.X Recombinants	[0.389527, 0.36090831, 0.0833333, 0.07962965999999999, 0.0866017]
COV-23-1030	574	574	574	Gauteng	Tshwane MM	42.0	2023-10-20	COV-23-1030	SAPS Training College	BA.2.86.X XBB.1.5.X XBB.1.9.X XBB.X EG.5.X XBB.2.3.X Recombinants	[0.867925, 0.04017461, 0.05915669, 0.01329237, 0.01023563, 0.00174518, 0.00104932]
COV-23-1031	575	575	575	Gauteng	Tshwane MM	42.0	2023-10-20	COV-23-1031	Atteridgeville Train Station	BA.2.86.X	[1.0]
COV-23-1033	577	577	577	Gauteng	Tshwane MM	42.0	2023-10-20	COV-23-1033	Laudium	BA.2.86.X XBB.X EG.5.X XBB.1.9.X BA.2.X	[0.33107767, 0.31238031, 0.21943594, 0.08299539, 0.05272202]
COV-23-1034	578	578	578	Gauteng	Tshwane MM	42.0	2023-10-20	COV-23-1034	Groenkloof	BA.2.86.X XBB.X XBB.1.5.X XBB.1.9.X BA.2.X XBB.2.3.X	[0.595658, 0.27528836999999995, 0.08837243, 0.02589498, 0.01022074, 0.00161031]
COV-23-1035	579	579	579	Gauteng	Ekurhuleni MM	43.0	2023-10-23	COV-23-1035	Tembisa Mall	XBB.1.5.X BA.2.86.X	[0.53707154, 0.46249992]
COV-23-1036	580	580	580	Gauteng	Ekurhuleni MM	43.0	2023-10-23	COV-23-1036	Olifantsfontein	XBB.X XBB.1.9.X BA.2.86.X BA.2.X Recombinants	[0.55136599, 0.19789855, 0.20188779999999998, 0.02821695, 0.017519]
COV-23-1037	581	581	581	Gauteng	Ekurhuleni MM	43.0	2023-10-23	COV-23-1037	Moloreng	XBB.X BA.2.86.X BA.2.12.X XBB.1.9.X BA.2.X HV.1.X XBB.1.5.X	[0.67835075, 0.26262599999999997, 0.0217391, 0.01477834, 0.0176089, 0.00145419, 0.00134771]
COV-23-1038	582	582	582	Gauteng	Ekurhuleni MM	43.0	2023-10-23	COV-23-1038	Namane Drive	BA.2.86.X	[0.99936669]
COV-23-104	583	583	583	Gauteng	Ekurhuleni MM	16.0	2023-04-18	COV-23-104	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.89450435, 0.09693283]
COV-23-1040	584	584	584	Gauteng	Tshwane MM	43.0	2023-10-24	COV-23-1040	Daspoort Wastewater Treatment Works	XBB.X BA.2.86.X BA.2.X XBB.1.9.X XBB.1.5.X EG.5.X HV.1.X Recombinants	[0.46484703, 0.22293729, 0.12193453, 0.07496646, 0.04253177, 0.00627854, 0.00606713, 0.0533317]
COV-23-1043	586	586	586	Gauteng	Tshwane MM	43.0	2023-10-24	COV-23-1043	Kalafong Hospital	BA.2.86.X XBB.1.5.X	[0.9944850000000001, 0.00407193]
COV-23-1045	587	587	587	Gauteng	Tshwane MM	43.0	2023-10-24	COV-23-1045	Laudium	BA.2.86.X XBB.X BA.2.X XBB.1.5.X	[0.586957, 0.19057499, 0.12712704, 0.09298802]
COV-23-1046	588	588	588	Gauteng	Tshwane MM	43.0	2023-10-24	COV-23-1046	Vergenoeg	BA.2.86.X	[0.99916213]
COV-23-1047	589	589	589	Gauteng	Johannesburg MM	43.0	2023-10-24	COV-23-1047	Goudkoppies Wastewater Treatment Works	XBB.X BA.2.86.X	[0.99672668, 0.00248218]
COV-23-1049	591	591	591	Gauteng	Johannesburg MM	43.0	2023-10-25	COV-23-1049	Chris Hani Baragwanath Hospital	BA.2.86.X	[1.0]
COV-23-105	592	592	592	Gauteng	Ekurhuleni MM	16.0	2023-04-18	COV-23-105	Hartebeesfontein Waterworks	XBB.1.5.X XBB.1.9.X	[0.7610102400000001, 0.22724931]
COV-23-1050	593	593	593	Gauteng	Johannesburg MM	43.0	2023-10-25	COV-23-1050	Motsoaledi	BA.2.86.X XBB.1.9.X XBB.X JN.1.X XBB.1.5.X EG.5.X BA.2.X	[0.44098888999999997, 0.14098284, 0.1286815, 0.1319344, 0.07735877, 0.07407404000000001, 0.00194666]
COV-23-1051	594	594	594	Gauteng	Johannesburg MM	43.0	2023-10-25	COV-23-1051	Klipsruit Yard (Before tunnel)	BA.2.86.X XBB.X BA.2.X XBB.1.9.X BA.2.87.1.X	[0.53914999, 0.26467476, 0.17364862, 0.01374787, 0.00372024]
COV-23-1054	597	597	597	Gauteng	Johannesburg MM	43.0	2023-10-25	COV-23-1054	Bushkoppies Final	XBB.X XBB.1.5.X BA.2.X	[0.98787818, 0.00783423, 0.00155522]
COV-23-1055	598	598	598	Eastern Cape	Buffalo City MM	43.0	2023-10-24	COV-23-1055	Mdantsane Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.42598194, 0.30902938, 0.26315784]
COV-23-1056	599	599	599	Eastern Cape	Buffalo City MM	43.0	2023-10-24	COV-23-1056	East Bank Wastewater Treatment Works	BA.2.86.X XBB.X Recombinants	[0.81686, 0.057637, 0.125503]
COV-23-1057	600	600	600	Free State	Mangaung MM	43.0	2023-10-24	COV-23-1057	Bloemspruit Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.X XBB.1.16.X XBB.1.5.X XBB.1.9.X XBB.2.3.X	[0.43901296, 0.28502205, 0.14987102, 0.09800352000000001, 0.02071561, 0.00251889, 0.00223982]
COV-23-1058	601	601	601	Free State	Mangaung MM	43.0	2023-10-24	COV-23-1058	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.86.X Recombinants	[0.46663924, 0.46478095, 0.06756761, 0.00101211]
COV-23-1059	602	602	602	Western Cape	Cape Town MM	43.0	2023-10-24	COV-23-1059	Zandvleit Wastewater Treatment Works	XBB.X BA.2.86.X	[0.54204229, 0.456213]
COV-23-106	603	603	603	Gauteng	Tshwane MM	16.0	2023-04-19	COV-23-106	Atteridgeville Train Station	XBB.1.9.X XBB.1.5.X	[0.64877091, 0.34191374]
COV-23-1060	604	604	604	Gauteng	Tshwane MM	43.0	2023-10-25	COV-23-1060	Rooiwal Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.X XBB.1.5.X XBB.1.16.X Recombinants	[0.45292317000000004, 0.243243, 0.14785088000000002, 0.05689044, 0.08586679, 0.00752981]
COV-23-1061	605	605	605	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1061	Midstream	BA.2.86.X XBB.X BA.2.X XBB.1.5.X BA.2.87.1.X XBB.1.9.X	[0.55263186, 0.1357279, 0.12403154999999999, 0.13483923, 0.02857142, 0.01709367]
COV-23-1062	606	606	606	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1062	Moloreng	BA.2.86.X XBB.X XBB.1.9.X BA.2.87.1.X XBB.1.5.X BA.2.X	[0.7370890000000001, 0.19402606, 0.0494411, 0.0137642, 0.00132509, 0.00111899]
COV-23-1063	607	607	607	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1063	Namane Drive	BA.2.86.X XBC.X XBB.X XBB.1.5.X BA.2.87.1.X XBB.1.9.X BA.5.X Recombinants	[0.76723836, 0.0360952, 0.0461357, 0.08003080999999998, 0.0175439, 0.01033928, 0.00629848, 0.02873752]
COV-23-1064	608	608	608	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1064	Olifantsfontein	BA.2.86.X XBB.1.5.X XBB.X XBB.2.3.X BA.2.X BA.5.X	[0.65328639, 0.224844, 0.07150133, 0.0238871, 0.02220165, 0.00140328]
COV-23-1065	609	609	609	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1065	Sasol Garage	XBB.1.5.X	[0.9992663199999999]
COV-23-1066	610	610	610	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1066	Tembisa Mall	BA.2.86.X	[1.0]
COV-23-1068	611	611	611	Gauteng	Tshwane MM	43.0	2023-10-27	COV-23-1068	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.6715941400000001, 0.27383669, 0.043619399999999996, 0.00556448]
COV-23-1069	612	612	612	Gauteng	Tshwane MM	43.0	2023-10-27	COV-23-1069	SAPS Training College	BA.2.86.X	[0.9991731500000001]
COV-23-1071	613	613	613	Gauteng	Tshwane MM	43.0	2023-10-27	COV-23-1071	Atteridgeville Train Station	XBB.1.5.X BA.2.86.X XBB.X BA.2.X	[0.32913806, 0.31422818, 0.297419, 0.05476081]
COV-23-1075	615	615	615	Western Cape	Cape Town MM	43.0	2023-10-26	COV-23-1075	Borcheds Quarry Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.8719169, 0.06549137, 0.05846113]
COV-23-1076	616	616	616	North West	Rustenburg Local Municipality	43.0	2023-10-27	COV-23-1076	Rustenburg Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.16.X XBB.1.9.X BA.2.X	[0.34028884, 0.33055799, 0.19698375, 0.08492758, 0.03550025]
COV-23-1077	617	617	617	Gauteng	Ekurhuleni MM	44.0	2023-10-30	COV-23-1077	Midstream	BA.2.86.X XBB.X	[0.67967676, 0.31745851]
COV-23-1078	618	618	618	Gauteng	Ekurhuleni MM	44.0	2023-10-30	COV-23-1078	Olifantsfontein	BA.2.86.X XBB.X EG.5.X	[0.7368419800000001, 0.13636396, 0.12590999]
COV-23-1079	619	619	619	Gauteng	Ekurhuleni MM	44.0	2023-10-30	COV-23-1079	Tembisa Mall	BA.2.86.X XBB.X XBB.1.5.X BA.2.87.1.X BA.2.X	[0.6293709999999999, 0.33131184999999996, 0.02863478, 0.00354925, 0.00257738]
COV-23-108	620	620	620	Gauteng	Tshwane MM	16.0	2023-04-19	COV-23-108	Groenkloof	XBB.1.5.X	[0.9943825]
COV-23-1080	621	621	621	Gauteng	Ekurhuleni MM	44.0	2023-10-30	COV-23-1080	Moloreng	BA.2.86.X	[0.99942074]
COV-23-1081	622	622	622	Gauteng	Ekurhuleni MM	44.0	2023-10-30	COV-23-1081	Namane Drive	XBB.X BA.2.86.X BA.2.X	[0.52370326, 0.42390325, 0.05010298]
COV-23-1082	623	623	623	Gauteng	Ekurhuleni MM	44.0	2023-10-30	COV-23-1082	Sasol Garage	BA.2.86.X	[0.9988965900000001]
COV-23-1083	624	624	624	Gauteng	Tshwane MM	44.0	2023-10-31	COV-23-1083	Daspoort Wastewater Treatment Works	XBB.X BA.2.86.X Recombinants	[0.6530723900000001, 0.18144269, 0.16227131]
COV-23-1084	625	625	625	Gauteng	Tshwane MM	44.0	2023-10-31	COV-23-1084	SAPS Training College	BA.2.86.X XBB.1.5.X XBB.X XBB.1.9.X BA.2.X	[0.8153244499999999, 0.12114008, 0.02491985, 0.01758532, 0.01510114]
COV-23-1085	626	626	626	Gauteng	Tshwane MM	44.0	2023-10-31	COV-23-1085	Kalafong Hospital	BA.2.86.X BA.2.X	[0.96874607, 0.0296561]
COV-23-1087	627	627	627	Gauteng	Tshwane MM	44.0	2023-10-31	COV-23-1087	Groenkloof	BA.2.86.X BA.2.X BA.2.87.1.X	[0.627119, 0.3678399, 0.0041841]
COV-23-109	628	628	628	Gauteng	Tshwane MM	16.0	2023-04-19	COV-23-109	Laudium	XBB.1.9.X XBB.X	[0.8659882000000001, 0.12921512]
COV-23-1091	629	629	629	Gauteng	Johannesburg MM	44.0	2023-11-01	COV-23-1091	Klipspruit Veggies (After tunnel)	XBB.1.5.X BA.2.86.X XBB.X	[0.52097506, 0.43150278, 0.0464779]
COV-23-1092	630	630	630	Gauteng	Johannesburg MM	44.0	2023-11-01	COV-23-1092	Bushkoppies Inlet	BA.2.86.X	[0.99915059]
COV-23-1093	631	631	631	Gauteng	Johannesburg MM	44.0	2023-11-01	COV-23-1093	Bushkoppies Final	BA.2.86.X XBB.1.5.X XBB.X BA.2.X	[0.6455506200000001, 0.2274323, 0.11627852000000001, 0.00431517]
COV-23-1094	632	632	632	Gauteng	Johannesburg MM	44.0	2023-11-01	COV-23-1094	Goudkoppies Wastewater Treatment Works	BA.2.86.X XBB.X	[0.6072406100000001, 0.39090137999999996]
COV-23-1095	633	633	633	Free State	Mangaung MM	44.0	2023-10-31	COV-23-1095	Bloemspruit Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.12.X XBB.1.5.X	[0.9275825400000001, 0.02956277, 0.01460948, 0.01871573]
COV-23-1096	634	634	634	Gauteng	Ekurhuleni MM	44.0	2023-10-24	COV-23-1096	ERWAT Vlakplaat Wastewater Treatment Works	XBB.X BA.2.86.X BA.2.X XBB.1.5.X	[0.6884233299999999, 0.23532745, 0.045242279999999996, 0.02065567]
COV-23-1097	635	635	635	Gauteng	Tshwane MM	44.0	2023-11-01	COV-23-1097	Rooiwal Wastewater Treatment Works	BA.2.86.X XBB.1.5.X BA.2.X XBB.2.3.X	[0.43795169, 0.43100346, 0.10210993, 0.02228596]
COV-23-110	636	636	636	Gauteng	Tshwane MM	16.0	2023-04-19	COV-23-110	SAPS Training College	XBB.1.5.X	[0.99670578]
COV-23-1100	637	637	637	Gauteng	Ekurhuleni MM	44.0	2023-11-02	COV-23-1100	Midstream	BA.2.86.X XBB.1.5.X BA.2.X XBB.X XBB.1.9.X	[0.63990001, 0.15123289, 0.10032475, 0.06071412, 0.0401153]
COV-23-1101	638	638	638	Gauteng	Ekurhuleni MM	44.0	2023-11-02	COV-23-1101	Olifantsfontein	BA.2.X BA.2.86.X XBB.1.5.X Recombinants	[0.40822407, 0.26842538, 0.06766776, 0.24892371]
COV-23-1104	640	640	640	Gauteng	Ekurhuleni MM	44.0	2023-11-02	COV-23-1104	Namane Drive	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.69079322, 0.16290601999999998, 0.12965368000000002, 0.00950085]
COV-23-1106	642	642	642	Gauteng	Tshwane MM	44.0	2023-11-03	COV-23-1106	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.59080629, 0.23797082, 0.110991, 0.05602103]
COV-23-111	644	644	644	Gauteng	Tshwane MM	16.0	2023-04-19	COV-23-111	Kalafong Hospital	XBB.1.5.X	[0.9990214800000001]
COV-23-1114	645	645	645	Gauteng	Ekurhuleni MM	45.0	2023-11-06	COV-23-1114	Midstream	BA.2.86.X XBB.1.5.X XBB.1.9.X BA.2.X BA.2.12.X EG.5.X BA.2.87.1.X XBB.X Recombinants	[0.44809206, 0.25851044, 0.0806135, 0.06529282, 0.03180834, 0.03001941, 0.0233542, 0.003663, 0.04942361]
COV-23-1115	646	646	646	Gauteng	Ekurhuleni MM	45.0	2023-11-06	COV-23-1115	Olifantsfontein	BA.2.86.X XBB.X BA.2.87.1.X XBB.1.5.X BA.2.X	[0.63550548, 0.17817093, 0.0646081, 0.06438986, 0.05125342]
COV-23-1117	647	647	647	Gauteng	Ekurhuleni MM	45.0	2023-11-06	COV-23-1117	Tembisa Hospital Downstream	BA.2.86.X	[0.99930332]
COV-23-112	648	648	648	Gauteng	Tshwane MM	16.0	2023-04-19	COV-23-112	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.X	[0.57804129, 0.36601764000000003, 0.048664719999999995]
COV-23-1121	649	649	649	North West	Mahikeng  Local Municipality	43.0	2023-10-26	COV-23-1121	Mahikeng Water Treatment Works	XBB.X BA.2.86.X XBB.1.5.X BA.2.X	[0.45797784, 0.38327378, 0.09489661, 0.05908869]
COV-23-1122	650	650	650	North West	Mahikeng  Local Municipality	43.0	2023-10-26	COV-23-1122	Mmabatho Water Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.66337619, 0.25804399, 0.07620126]
COV-23-1123	651	651	651	Gauteng	Tshwane MM	45.0	2023-11-07	COV-23-1123	SAPS Training College	BA.2.86.X XBB.1.5.X XBB.X	[0.9491408800000001, 0.01872387, 0.02703962]
COV-23-1124	652	652	652	Gauteng	Tshwane MM	45.0	2023-11-07	COV-23-1124	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.X XBB.1.9.X BA.2.87.1.X BA.2.X	[0.586207, 0.15214101, 0.18493948999999998, 0.038961, 0.0192308, 0.0180192]
COV-23-1126	654	654	654	Gauteng	Ekurhuleni MM	45.0	2023-11-07	COV-23-1126	ERWAT Vlakplaat Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.X	[0.69556677, 0.27183180999999995, 0.0248489]
COV-23-1127	655	655	655	Gauteng	Ekurhuleni MM	45.0	2023-11-07	COV-23-1127	Hartebeesfontein Waterworks	XBB.1.5.X BA.2.86.X BA.2.87.1.X XBB.X XBB.2.3.X XBB.1.16.X BA.2.X Recombinants	[0.3137345, 0.49915592, 0.03564471, 0.03608427, 0.02357337, 0.01622322, 0.01492212, 0.04998696]
COV-23-1128	656	656	656	Gauteng	Johannesburg MM	45.0	2023-11-08	COV-23-1128	Chris Hani Baragwanath Hospital	BA.2.86.X	[1.0]
COV-23-113	657	657	657	Gauteng	Tshwane MM	16.0	2023-04-19	COV-23-113	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.X	[0.70309065, 0.27308336, 0.01394921]
COV-23-1130	658	658	658	Gauteng	Johannesburg MM	45.0	2023-11-08	COV-23-1130	Klipsruit Yard (Before tunnel)	BA.2.86.X XBB.X Recombinants	[0.5550747, 0.01470026, 0.429531]
COV-23-1132	659	659	659	Gauteng	Johannesburg MM	45.0	2023-11-08	COV-23-1132	Bushkoppies Inlet	XBB.1.5.X XBB.X BA.2.86.X BA.2.X	[0.4821287, 0.18670134, 0.29882633999999997, 0.02160317]
COV-23-1134	660	660	660	Gauteng	Johannesburg MM	45.0	2023-11-08	COV-23-1134	Goudkoppies Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.X XBB.1.5.X Recombinants Other	[0.61875757, 0.23549249, 0.04496331, 0.06326493, 0.0246257, 0.00205]
COV-23-1136	662	662	662	Gauteng	Ekurhuleni MM	45.0	2023-11-09	COV-23-1136	Olifantsfontein	BA.2.86.X XBB.X JN.1.X XBB.1.5.X BA.2.X Recombinants	[0.7580440500000001, 0.14075803, 0.049489210000000006, 0.004605059999999999, 0.00337798, 0.03082838]
COV-23-1138	664	664	664	Gauteng	Ekurhuleni MM	45.0	2023-11-09	COV-23-1138	Tembisa Hospital Downstream	BA.2.86.X	[0.9993669]
COV-23-1139	665	665	665	Gauteng	Ekurhuleni MM	45.0	2023-11-09	COV-23-1139	Moloreng	XBB.1.5.X BA.2.86.X XBB.X BA.2.X	[0.38977961, 0.31716369, 0.28378791999999997, 0.00162999]
COV-23-114	666	666	666	Gauteng	Johannesburg MM	16.0	2023-04-20	COV-23-114	Bushkoppies Inlet	XBB.1.5.X XBB.X XBB.1.9.X	[0.95013982, 0.03971522, 0.00248284]
COV-23-1140	667	667	667	Gauteng	Ekurhuleni MM	45.0	2023-11-09	COV-23-1140	Namane Drive	BA.2.86.X XBB.1.5.X	[0.69675411, 0.30039846]
COV-23-1142	668	668	668	Gauteng	Tshwane MM	45.0	2023-11-08	COV-23-1142	Rooiwal Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.69585544, 0.25641208, 0.0416875]
COV-23-1145	670	670	670	Gauteng	Tshwane MM	45.0	2023-11-10	COV-23-1145	SAPS Training College	XBB.1.5.X BA.2.86.X Recombinants	[0.21630750999999998, 0.45110743, 0.32849337]
COV-23-1146	671	671	671	Gauteng	Tshwane MM	45.0	2023-11-10	COV-23-1146	SAPS Training College	BA.2.87.1.X	[0.998896]
COV-23-1148	672	672	672	Gauteng	Tshwane MM	45.0	2023-11-10	COV-23-1148	Vergenoeg	BA.2.86.X BA.2.X BA.2.87.1.X	[0.93295937, 0.04456261, 0.0144404]
COV-23-1149	673	673	673	Gauteng	Tshwane MM	45.0	2023-11-10	COV-23-1149	Laudium	BA.2.86.X	[0.99636002]
COV-23-115	674	674	674	Gauteng	Johannesburg MM	16.0	2023-04-20	COV-23-115	Bushkoppies Final	XBB.1.5.X XBB.X XBB.1.9.X	[0.82808088, 0.16175137, 0.0041944700000000005]
COV-23-1151	675	675	675	Gauteng	Ekurhuleni MM	46.0	2023-11-13	COV-23-1151	Midstream	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.59506736, 0.30626258, 0.05706614, 0.030268589999999998]
COV-23-1152	676	676	676	Gauteng	Ekurhuleni MM	46.0	2023-11-13	COV-23-1152	Olifantsfontein	BA.2.86.X XBB.X XBB.1.5.X BA.2.X	[0.78596729, 0.10549114, 0.09873946, 0.00336879]
COV-23-1156	679	679	679	Gauteng	Tshwane MM	46.0	2023-11-14	COV-23-1156	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.87.1.X XBB.1.5.X XBB.2.3.X	[0.67422134, 0.09871673, 0.09755189, 0.09059879, 0.03278699]
COV-23-1158	680	680	680	Gauteng	Tshwane MM	46.0	2023-11-14	COV-23-1158	Kalafong Hospital	Recombinants	[0.99934311]
COV-23-116	681	681	681	Gauteng	Johannesburg MM	16.0	2023-04-20	COV-23-116	Chris Hani Baragwanath Hospital	XBB.1.5.X	[0.9967381100000001]
COV-23-1161	682	682	682	Gauteng	Tshwane MM	46.0	2023-11-14	COV-23-1161	Groenkloof	BA.2.86.X	[0.99895263]
COV-23-1162	683	683	683	Gauteng	Ekurhuleni MM	46.0	2023-11-14	COV-23-1162	ERWAT Vlakplaat Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.54422706, 0.31635735, 0.13619114]
COV-23-1163	684	684	684	KwaZulu-Natal	Ethekwini MM	46.0	2023-11-13	COV-23-1163	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.X XBB.1.5.X	[0.75374405, 0.22893929000000002, 0.00801454]
COV-23-1164	685	685	685	KwaZulu-Natal	Ethekwini MM	46.0	2023-11-13	COV-23-1164	Northern Wastewater Treatment Works (KZN)	BA.2.86.X XBB.X XBB.1.5.X JN.1.X Recombinants Other	[0.6038610000000001, 0.13524199, 0.09294602, 0.12094287000000001, 0.044538999999999995, 0.00160256]
COV-23-1168	687	687	687	Gauteng	Ekurhuleni MM	46.0	2023-11-17	COV-23-1168	Hartebeesfontein Waterworks	BA.2.86.X BA.2.X XBB.X	[0.887097, 0.07751858, 0.0327107]
COV-23-1169	688	688	688	Gauteng	Johannesburg MM	46.0	2023-11-17	COV-23-1169	Goudkoppies Wastewater Treatment Works	BA.2.86.X XBB.1.5.X XBB.X BA.5.X BA.2.X Other	[0.70743541, 0.12952657, 0.06907722000000001, 0.03095922, 0.01457941, 0.03540636]
COV-23-117	689	689	689	Gauteng	Tshwane MM	17.0	2023-04-25	COV-23-117	Atteridgeville Train Station	XBB.1.5.X	[0.99764262]
COV-23-1170	690	690	690	Gauteng	Johannesburg MM	46.0	2023-11-15	COV-23-1170	Chris Hani Baragwanath Hospital	XBB.1.5.X BA.2.86.X BA.2.X	[0.49195494, 0.13600752, 0.36239316]
COV-23-1171	691	691	691	Gauteng	Johannesburg MM	46.0	2023-11-15	COV-23-1171	Motsoaledi	BA.2.86.X	[0.99943292]
COV-23-1172	692	692	692	Gauteng	Johannesburg MM	46.0	2023-11-15	COV-23-1172	Klipsruit Yard (Before tunnel)	XBB.1.5.X BA.2.86.X BA.2.X	[0.51140451, 0.39175869, 0.09061461]
COV-23-1173	693	693	693	Gauteng	Johannesburg MM	46.0	2023-11-15	COV-23-1173	Klipspruit Veggies (After tunnel)	BA.2.86.X	[0.999664]
COV-23-1174	694	694	694	Gauteng	Johannesburg MM	46.0	2023-11-15	COV-23-1174	Bushkoppies Inlet	BA.2.86.X XBB.X XBB.1.5.X	[0.5823298, 0.29150198, 0.12212765]
COV-23-121	699	699	699	Gauteng	Tshwane MM	17.0	2023-04-25	COV-23-121	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X	[0.7668233199999999, 0.22684780999999998]
COV-23-124	702	702	702	Gauteng	Ekurhuleni MM	17.0	2023-04-25	COV-23-124	Hartebeesfontein Waterworks	XBB.1.5.X XBB.X XBB.1.9.X	[0.8925961, 0.06485428, 0.03540675]
COV-23-125	703	703	703	Free State	Mangaung MM	17.0	2023-04-25	COV-23-125	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X	[0.9391205200000001, 0.05115443]
COV-23-1254	705	705	705	Gauteng	Tshwane MM	48.0	2023-11-29	COV-23-1254	Rooiwal Wastewater Treatment Works	BA.2.86.X JN.1.X	[0.8316151199999999, 0.16756974000000002]
COV-23-126	707	707	707	Free State	Mangaung MM	17.0	2023-04-26	COV-23-126	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.90506854, 0.08853432]
COV-23-1268	708	708	708	Gauteng	Ekurhuleni MM	49.0	2023-12-04	COV-23-1268	Midstream	BA.2.86.X XBB.X	[0.500801, 0.49919901]
COV-23-127	710	710	710	Gauteng	Johannesburg MM	17.0	2023-04-26	COV-23-127	Bushkoppies Final	XBB.1.5.X	[0.99877838]
COV-23-1277	714	714	714	Western Cape	Cape Town MM	49.0	2023-12-05	COV-23-1277	Zandvleit Wastewater Treatment Works	BA.2.86.X BA.2.X	[0.68269196, 0.31730778]
COV-23-128	715	715	715	Gauteng	Tshwane MM	18.0	2023-05-02	COV-23-128	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.X BA.2.X	[0.65459074, 0.21374693, 0.07219697, 0.04366554]
COV-23-1288	717	717	717	Gauteng	Johannesburg MM	49.0	2023-12-06	COV-23-1288	Goudkoppies Wastewater Treatment Works	BA.2.86.X	[0.9991258]
COV-23-1293	719	719	719	Gauteng	Johannesburg MM	49.0	2023-12-06	COV-23-1293	Bushkoppies Inlet	BA.2.86.X	[0.9996437]
COV-23-1295	721	721	721	Gauteng	Ekurhuleni MM	49.0	2023-12-07	COV-23-1295	Midstream	XBB.1.5.X BA.2.86.X XBB.1.9.X BA.2.X Recombinants	[0.18904432, 0.09090171, 0.31111065, 0.02256025, 0.37737836999999996]
COV-23-1296	722	722	722	Gauteng	Ekurhuleni MM	49.0	2023-12-07	COV-23-1296	Olifantsfontein	BA.2.86.X JN.1.X	[0.6723333699999999, 0.327586]
COV-23-130	723	723	723	Gauteng	Tshwane MM	18.0	2023-05-02	COV-23-130	SAPS Training College	XBB.1.9.X	[0.9914588099999999]
COV-23-131	724	724	724	Gauteng	Tshwane MM	18.0	2023-05-02	COV-23-131	Atteridgeville Train Station	XBB.1.9.X	[0.9974197300000001]
COV-23-1310	725	725	725	Gauteng	Ekurhuleni MM	50.0	2023-12-11	COV-23-1310	Midstream	JN.1.X BA.2.86.X	[0.68576713, 0.31297322]
COV-23-1323	727	727	727	Gauteng	Johannesburg MM	50.0	2023-12-12	COV-23-1323	Northern Wastewater Treatment Works (GP)	BA.2.86.X Recombinants	[0.8125, 0.1875]
COV-23-1325	729	729	729	KwaZulu-Natal	Ethekwini MM	50.0	2023-12-11	COV-23-1325	Central Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X XBB.X Recombinants	[0.5282020000000001, 0.15522148, 0.00261825, 0.31268414]
COV-23-1330	731	731	731	Gauteng	Johannesburg MM	50.0	2023-12-13	COV-23-1330	Bushkoppies Inlet	BA.2.86.X Recombinants	[0.787904, 0.211985]
